sentence_num,sentence,word,qwen_prob
2291,'After being teased, Marlie responded with her own',insult,-7.230916500091553
2291,'After being teased, Marlie responded with her own',taunts,-8.632104277610779
2291,'After being teased, Marlie responded with her own',joke,-4.954967975616455
2291,'After being teased, Marlie responded with her own',retort,-8.149407781660557
2291,'After being teased, Marlie responded with her own',teasing,-7.664032459259033
2291,'After being teased, Marlie responded with her own',comeback,-12.346819877624512
2291,'After being teased, Marlie responded with her own',jibes,-10.382838839665055
2291,'After being teased, Marlie responded with her own',criticism,-13.614659309387207
2291,'After being teased, Marlie responded with her own',sarcasm,-10.105775007978082
2291,'After being teased, Marlie responded with her own',quip,-10.284511178731918
2291,'After being teased, Marlie responded with her own',jab,-12.887537002563477
2291,'After being teased, Marlie responded with her own',voice,-11.477476119995117
2291,'After being teased, Marlie responded with her own',retaliation,-10.478006362915039
2291,'After being teased, Marlie responded with her own',burn,-13.221376419067383
2291,'After being teased, Marlie responded with her own',remark,-11.651266098022461
2291,'After being teased, Marlie responded with her own',reply,-9.000673294067383
2291,'After being teased, Marlie responded with her own',threats,-9.160843849182129
2291,'After being teased, Marlie responded with her own',cutdown,-15.548666954040527
2291,'After being teased, Marlie responded with her own',wit,-12.398214340209961
2291,'After being teased, Marlie responded with her own',quote,-10.754217147827148
2291,'After being teased, Marlie responded with her own',jeers,-13.868134617805481
2291,'After being teased, Marlie responded with her own',words,-9.3390531539917
2291,'After being teased, Marlie responded with her own',tort,-10.585672378540039
2291,'After being teased, Marlie responded with her own',threat,-8.130632400512695
2291,'After being teased, Marlie responded with her own',fight,-10.745498657226562
2291,'After being teased, Marlie responded with her own',fit,-11.831890106201172
2291,'After being teased, Marlie responded with her own',snark,-11.005720049142838
2291,'After being teased, Marlie responded with her own',comments,-7.9696364402771
2291,'After being teased, Marlie responded with her own',humor,-10.935807228088379
2291,'After being teased, Marlie responded with her own',remarks,-10.932594299316406
2291,'After being teased, Marlie responded with her own',barb,-9.934106469154358
2291,'After being teased, Marlie responded with her own',harassment,-12.156822204589844
2291,'After being teased, Marlie responded with her own',revenge,-9.644018173217773
2292,'The silhouette in the distance was very',scary,-11.07717514038086
2292,'The silhouette in the distance was very',dark,-8.856204986572266
2292,'The silhouette in the distance was very',small,-8.840806007385254
2292,'The silhouette in the distance was very',dim,-11.153039932250977
2292,'The silhouette in the distance was very',vague,-7.0473408699035645
2292,'The silhouette in the distance was very',blurry,-8.402145385742188
2292,'The silhouette in the distance was very',hazy,-9.651852011680603
2292,'The silhouette in the distance was very',faint,-8.279633522033691
2292,'The silhouette in the distance was very',distinct,-7.771683216094971
2292,'The silhouette in the distance was very',spooky,-11.372319221496582
2292,'The silhouette in the distance was very',menacing,-13.627878189086914
2292,'The silhouette in the distance was very',eerie,-11.542596817016602
2292,'The silhouette in the distance was very',creepy,-13.012340545654297
2292,'The silhouette in the distance was very',ominous,-9.118706703186035
2292,'The silhouette in the distance was very',odd,-10.091053009033203
2292,'The silhouette in the distance was very',beautiful,-8.617587089538574
2292,'The silhouette in the distance was very',short,-11.264718055725098
2292,'The silhouette in the distance was very',clear,-6.938827991485596
2292,'The silhouette in the distance was very',sharp,-9.445920944213867
2292,'The silhouette in the distance was very',slender,-9.495490074157715
2292,'The silhouette in the distance was very',slimming,-12.600805521011353
2292,'The silhouette in the distance was very',familiar,-9.482012748718262
2292,'The silhouette in the distance was very',attractive,-8.28178882598877
2292,'The silhouette in the distance was very',murky,-14.954730987548828
2292,'The silhouette in the distance was very',mysterious,-6.299910068511963
2292,'The silhouette in the distance was very',nice,-11.639126777648926
2292,'The silhouette in the distance was very',slim,-8.974119186401367
2292,'The silhouette in the distance was very',large,-9.195211410522461
2292,'The silhouette in the distance was very',big,-10.218305587768555
2292,'The silhouette in the distance was very',sparkly,-13.174274951219559
2292,'The silhouette in the distance was very',thin,-10.577591896057129
2292,'The silhouette in the distance was very',sexy,-12.243734359741211
2292,'The silhouette in the distance was very',daunting,-11.6217041015625
2292,'The silhouette in the distance was very',pretty,-8.116852760314941
2292,'The silhouette in the distance was very',tall,-8.07362174987793
2292,'The silhouette in the distance was very',bland,-14.89627742767334
2292,'The silhouette in the distance was very',alluring,-12.155688762664795
2292,'The silhouette in the distance was very',fuzzy,-10.786617279052734
2292,'The silhouette in the distance was very',sketchy,-10.44880089815706
2292,'The silhouette in the distance was very',weird,-10.331182479858398
2292,'The silhouette in the distance was very',forboding,-17.502765417099
2292,'The silhouette in the distance was very',strange,-9.993051528930664
2293,'Emily enjoys going to malls, because she likes to',shop,-5.211806774139404
2293,'Emily enjoys going to malls, because she likes to',relax,-11.153773307800293
2293,'Emily enjoys going to malls, because she likes to',flirt,-13.172091484069824
2293,'Emily enjoys going to malls, because she likes to',socialize,-6.8729086220264435
2293,'Emily enjoys going to malls, because she likes to',walk,-7.46167516708374
2293,'Emily enjoys going to malls, because she likes to',browse,-7.075201511383057
2294,'He didn't want a lot just a little',bit,-7.279590129852295
2294,'He didn't want a lot just a little',more,-6.091325759887695
2294,'He didn't want a lot just a little',taste,-10.455678939819336
2294,'He didn't want a lot just a little',money,-6.445237636566162
2294,'He didn't want a lot just a little',cake,-10.078522682189941
2294,'He didn't want a lot just a little',sugar,-7.305175304412842
2294,'He didn't want a lot just a little',peace,-9.736563682556152
2294,'He didn't want a lot just a little',pie,-11.563628196716309
2294,'He didn't want a lot just a little',bite,-10.813582420349121
2294,'He didn't want a lot just a little',attention,-10.249310493469238
2294,'He didn't want a lot just a little',push,-11.001529693603516
2294,'He didn't want a lot just a little',candy,-8.353036880493164
2294,'He didn't want a lot just a little',help,-6.227376937866211
2294,'He didn't want a lot just a little',respect,-10.312788009643555
2294,'He didn't want a lot just a little',house,-10.444746017456055
2294,'He didn't want a lot just a little',milk,-9.187740325927734
2294,'He didn't want a lot just a little',note,-10.297801971435547
2294,'He didn't want a lot just a little',brownie,-11.3771892786026
2294,'He didn't want a lot just a little',something,-4.508064270019531
2294,'He didn't want a lot just a little',piece,-9.759649276733398
2294,'He didn't want a lot just a little',understanding,-11.70145320892334
2295,'The first word that the baby ever said was',mama,-11.762593269348145
2295,'The first word that the baby ever said was',dada,-9.193907976150513
2295,'The first word that the baby ever said was',mom,-11.726703643798828
2295,'The first word that the baby ever said was',momma,-14.008091449737549
2295,'The first word that the baby ever said was',mommy,-13.873647689819336
2295,'The first word that the baby ever said was',dad,-12.802285194396973
2295,'The first word that the baby ever said was',daddy,-13.227842330932617
2295,'The first word that the baby ever said was',kitty,-13.709039688110352
2295,'The first word that the baby ever said was',hi,-12.008615493774414
2295,'The first word that the baby ever said was',hello,-10.07762622833252
2295,'The first word that the baby ever said was',no,-10.232185363769531
2295,'The first word that the baby ever said was',food,-9.66670036315918
2295,'The first word that the baby ever said was',bye,-14.070636749267578
2295,'The first word that the baby ever said was',cat,-12.050451278686523
2295,'The first word that the baby ever said was',ba,-10.778097152709961
2295,'The first word that the baby ever said was',boo,-14.73376178741455
2295,'The first word that the baby ever said was',truck,-14.714642524719238
2295,'The first word that the baby ever said was',poop,-14.80311393737793
2295,'The first word that the baby ever said was',dog,-10.435235977172852
2296,'Todd excelled at the baseball game with his new',bat,-4.877164363861084
2296,'Todd excelled at the baseball game with his new',glove,-7.796694278717041
2296,'Todd excelled at the baseball game with his new',mitt,-9.211907386779785
2296,'Todd excelled at the baseball game with his new',coach,-12.088970184326172
2296,'Todd excelled at the baseball game with his new',shoes,-10.955376625061035
2296,'Todd excelled at the baseball game with his new',cleats,-12.443389393389225
2296,'Todd excelled at the baseball game with his new',friend,-8.43687915802002
2296,'Todd excelled at the baseball game with his new',ball,-8.139413833618164
2296,'Todd excelled at the baseball game with his new',gear,-10.86905288696289
2296,'Todd excelled at the baseball game with his new',tablet,-15.244296073913574
2296,'Todd excelled at the baseball game with his new',pal,-16.4856014251709
2296,'Todd excelled at the baseball game with his new',team,-9.916576385498047
2296,'Todd excelled at the baseball game with his new',skills,-13.11410140991211
2297,'She received the acceptance letter in the',mail,-3.6076486110687256
2297,'She received the acceptance letter in the',spring,-7.868679046630859
2297,'She received the acceptance letter in the',mailbox,-6.333162307739258
2297,'She received the acceptance letter in the',school,-6.390785217285156
2298,'The little girl tripped and immediately began to',cry,-4.652486324310303
2298,'The little girl tripped and immediately began to',fall,-9.110275268554688
2298,'The little girl tripped and immediately began to',stumble,-13.887666702270508
2298,'The little girl tripped and immediately began to',laugh,-11.213081359863281
2298,'The little girl tripped and immediately began to',bleed,-12.120908737182617
2299,'Her father said the most important people are your',family,-3.98764705657959
2299,'Her father said the most important people are your',parents,-5.0261945724487305
2299,'Her father said the most important people are your',friends,-5.002708435058594
2299,'Her father said the most important people are your',grandparents,-9.251386642456055
2299,'Her father said the most important people are your',morals,-14.733725547790527
2299,'Her father said the most important people are your',kids,-7.568632125854492
2299,'Her father said the most important people are your',peers,-10.453594207763672
2300,'They had the food for the trip but needed',drinks,-6.223523139953613
2300,'They had the food for the trip but needed',more,-2.680105209350586
2300,'They had the food for the trip but needed',water,-4.751523017883301
2300,'They had the food for the trip but needed',gas,-8.088414192199707
2300,'They had the food for the trip but needed',money,-9.30710506439209
2300,'They had the food for the trip but needed',salt,-10.085883140563965
2300,'They had the food for the trip but needed',plates,-10.378836631774902
2300,'They had the food for the trip but needed',silverware,-11.95695110084489
2300,'They had the food for the trip but needed',clothes,-8.098308563232422
2300,'They had the food for the trip but needed',bags,-12.181408882141113
2300,'They had the food for the trip but needed',beverages,-12.125428199768066
2300,'They had the food for the trip but needed',toiletries,-14.70246659591794
2300,'They had the food for the trip but needed',milk,-7.804985046386719
2300,'They had the food for the trip but needed',ice,-11.01478099822998
2300,'They had the food for the trip but needed',fuel,-11.026289939880371
2300,'They had the food for the trip but needed',supplies,-4.6296796798706055
2300,'They had the food for the trip but needed',heat,-18.45308494567871
2300,'They had the food for the trip but needed',soda,-10.064763069152832
2301,'Nina was upset that her nail polish had already started to',chip,-14.22389030456543
2301,'Nina was upset that her nail polish had already started to',peel,-11.800965309143066
2301,'Nina was upset that her nail polish had already started to',dry,-9.872359275817871
2301,'Nina was upset that her nail polish had already started to',crack,-11.590286254882812
2301,'Nina was upset that her nail polish had already started to',fade,-12.825901985168457
2301,'Nina was upset that her nail polish had already started to',smear,-16.12611961364746
2301,'Nina was upset that her nail polish had already started to',remove,-14.399449348449707
2301,'Nina was upset that her nail polish had already started to',flake,-10.983603226020932
2301,'Nina was upset that her nail polish had already started to',chip away,-19.274526596069336
2301,'Nina was upset that her nail polish had already started to',wear,-14.552996635437012
2301,'Nina was upset that her nail polish had already started to',drip,-15.397896766662598
