sentence_num,FullText,target_word,cloz
1,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
2,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
3,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
4,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
5,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
6,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
7,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
8,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
9,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
10,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
11,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
12,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
13,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
14,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
15,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
16,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
17,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
18,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
19,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
20,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
21,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
22,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
23,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
24,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
25,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
26,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
27,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
28,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
29,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
30,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
31,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
32,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
33,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
34,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
35,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
36,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
37,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
38,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
39,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
40,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
41,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
42,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
43,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
44,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
45,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
46,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
47,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
48,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
49,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
50,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
51,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
52,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
53,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
54,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
55,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
56,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
57,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
58,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
59,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
60,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
61,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
62,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
63,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
64,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
65,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
66,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
67,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
68,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
69,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
70,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
71,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
72,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
73,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
74,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
75,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
76,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
77,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
78,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
79,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
80,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
81,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
82,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
83,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
84,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
85,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
86,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
87,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
88,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
89,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise",raise,0.2258064516129032
