sentence_num,sentence,word,llama_prob
2192,'The woman wasn't sure when the baby was',due,-3.6535394191741943
2192,'The woman wasn't sure when the baby was',born,-0.6575238704681396
2192,'The woman wasn't sure when the baby was',hungry,-11.333789825439453
2192,'The woman wasn't sure when the baby was',sleeping,-7.812753677368164
2192,'The woman wasn't sure when the baby was',awake,-10.369549751281738
2192,'The woman wasn't sure when the baby was',conceived,-1.282562017440796
2192,'The woman wasn't sure when the baby was',alive,-7.477309226989746
2192,'The woman wasn't sure when the baby was',healthy,-9.757648468017578
2192,'The woman wasn't sure when the baby was',bed,-13.141685485839844
2192,'The woman wasn't sure when the baby was',crying,-6.766481399536133
2192,'The woman wasn't sure when the baby was',coming,-5.24969482421875
2192,'The woman wasn't sure when the baby was',happy,-11.744019508361816
2192,'The woman wasn't sure when the baby was',arriving,-8.067647933959961
2192,'The woman wasn't sure when the baby was',asleep,-7.999652862548828
2192,'The woman wasn't sure when the baby was',dead,-8.08870792388916
2192,'The woman wasn't sure when the baby was',gone,-8.08776569366455
2193,'During this season the adult deer usually',mate,-4.814037322998047
2193,'During this season the adult deer usually',hide,-6.19123649597168
2193,'During this season the adult deer usually',molt,-7.121637344360352
2193,'During this season the adult deer usually',rut,-6.656548500061035
2193,'During this season the adult deer usually',roam,-5.582515716552734
2193,'During this season the adult deer usually',mates,-9.159587860107422
2193,'During this season the adult deer usually',run,-5.986376762390137
2193,'During this season the adult deer usually',hid,-11.000731468200684
2193,'During this season the adult deer usually',sleep,-7.852156639099121
2193,'During this season the adult deer usually',scavenges,-12.905149772763252
2193,'During this season the adult deer usually',scatter,-8.655264854431152
2193,'During this season the adult deer usually',hunts,-8.503829002380371
2193,'During this season the adult deer usually',breed,-5.491678237915039
2193,'During this season the adult deer usually',appear,-6.025842666625977
2193,'During this season the adult deer usually',binge,-11.736871719360352
2193,'During this season the adult deer usually',forage,-5.701833225786686
2193,'During this season the adult deer usually',comes out,-7.572437882423401
2193,'During this season the adult deer usually',migrate,-4.652462005615234
2193,'During this season the adult deer usually',hibernate,-6.699610471725464
2193,'During this season the adult deer usually',feed,-3.848268508911133
2193,'During this season the adult deer usually',pranced,-15.564351558685303
2193,'During this season the adult deer usually',died,-10.937679290771484
2193,'During this season the adult deer usually',retreats,-9.545035600662231
